"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp"
51,669016,"Marsh, Brandon",222,23,0.313,0.313,0.44,0.625,0.405,0.336,0.254,15,48,94.9,10.7,2313,89,89.48,14,43,8,0.5,6.56,118,146,117,151,289,320,301,"-2.6","2.6"
51,669127,"Langeliers, Shea",197,25.9,0.2,0.267,0.179,0.467,0.32,0.362,0.241,9,45,89.7,17.6,2218,88.6,88.88,8,40,11,0.30000000000001137,6.58,104,151,121,145,298,326,297,"0.4","-0.4"
50,621439,"Buxton, Byron",192,26,0.196,0.065,0.31,0.261,0.228,0.242,0.211,9,46,91.7,20.4,2316,89.1,89.79,14,43,7,0.7000000000000028,6.65,106,148,119,142,298,327,297,"-0.5","0.5"
50,553869,"Díaz, Elias",192,26,0.311,0.067,0.371,0.378,0.333,0.272,0.225,14,45,87,12.5,2296,87.1,87.58,8,44,6,0.5,6.52,102,151,119,146,303,320,284,"-1.6","1.6"
50,691023,"Walker, Jordan",184,27.2,0.178,0.133,0.25,0.311,0.245,0.276,0.225,8,45,92.8,10.8,2329,90.1,90.51,11,43,7,0.4000000000000057,6.56,107,152,124,149,304,322,295,"3","-3"
50,662139,"Varsho, Daulton",196,25.5,0.196,0.152,0.226,0.348,0.273,0.254,0.186,9,46,86.9,28.2,2191,88.9,89.17,11,44,6,0.29999999999999716,6.62,113,146,113,152,292,326,298,"1.6","-1.6"
50,676116,"Noda, Ryan",238,21,0.163,0.023,0.292,0.186,0.223,0.202,0.134,7,43,82.4,10.4,2214,89.1,89.39,14,39,11,0.30000000000001137,6.6,116,146,129,152,287,321,301,"3","-3"
50,547989,"Abreu, José",191,26.2,0.111,0.022,0.156,0.133,0.155,0.163,0.11,5,45,87,14.2,2322,88.8,88.8,13,45,5,0,6.46,110,151,118,147,297,328,289,"7.5","-7.5"
50,642133,"Tellez, Rowdy",218,22.9,0.256,0.07,0.333,0.326,0.321,0.361,0.275,11,43,89.8,16.4,2141,89.9,90.1,8,39,11,0.19999999999998863,6.51,115,144,128,149,293,320,302,"-2.2","2.2"
49,663728,"Raleigh, Cal",211,23.2,0.196,0.13,0.269,0.326,0.256,0.24,0.182,9,46,92.6,13.3,2156,89,89.38,16,44,5,0.4000000000000057,6.53,115,148,125,152,293,319,293,"3.9","-3.9"
49,665828,"Cabrera, Oswaldo",195,25.1,0.289,0.244,0.323,0.533,0.383,0.278,0.233,13,45,87.8,13.2,2194,88,88.14,9,43,6,0.09999999999999432,6.38,111,143,112,145,285,315,290,"-3.2","3.2"
49,676609,"Caballero, José",173,28.3,0.311,0.133,0.371,0.444,0.341,0.35,0.305,14,45,81.3,12.4,2214,90,90.28,8,45,4,0.29999999999999716,6.54,105,150,114,145,298,323,290,"-1.1","1.1"
49,677587,"Rocchio, Brayan",170,28.8,0.217,0.13,0.263,0.348,0.273,0.291,0.257,10,46,88.2,2.3,2230,89.3,89.56,7,45,4,0.29999999999999716,6.4,116,147,114,151,286,316,292,"0.7","-0.7"
49,592669,"Renfroe, Hunter",210,23.3,0.178,0.111,0.241,0.289,0.244,0.227,0.171,8,45,87.5,14.2,2387,88.5,88.87,8,38,11,0.4000000000000057,6.6,107,150,121,146,307,325,299,"1.8","-1.8"
49,572191,"Taylor, Michael A.",202,24.3,0.318,0.068,0.5,0.386,0.324,0.316,0.256,14,44,87.9,1.6,2230,88.8,89.22,15,43,6,0.4000000000000057,6.57,104,150,115,144,301,317,284,"-1.9","1.9"
48,672515,"Moreno, Gabriel",216,22.2,0.256,0.116,0.282,0.372,0.318,0.285,0.235,11,43,87.8,6.1,2247,87.6,88.11,2,41,7,0.5,6.54,112,151,124,147,307,327,291,"-1.5","1.5"
48,643396,"Kiner-Falefa, Isiah",193,24.9,0.295,0.136,0.364,0.432,0.351,0.349,0.294,13,44,83.9,0.6,2334,88.8,88.6,6,40,8,-0.20000000000000284,6.36,106,149,117,147,298,321,280,"-0.8","0.8"
48,694384,"Schanuel, Nolan",201,23.9,0.108,0.081,0.125,0.189,0.248,0.299,0.182,4,37,86.8,-4.5,2310,87.5,87.58,7,32,16,0.09999999999999432,6.49,114,146,126,149,286,318,300,"-1.4","1.4"
48,624415,"Biggio, Cavan",192,25,0.31,0.119,0.444,0.429,0.374,0.305,0.243,13,42,82.9,22.6,2236,89.5,89.45,6,34,14,-0.09999999999999432,6.44,117,146,118,151,287,324,298,"-2.2","2.2"
48,605113,"Ahmed, Nick",165,29.1,0.261,0.065,0.316,0.326,0.278,0.288,0.256,12,46,85.6,2,2270,90.2,90.51,6,44,4,0.29999999999999716,6.54,107,151,112,146,295,317,292,"-1.8","1.8"
48,664774,"Wade Jr., LaMonte",214,22.4,0.375,0.15,0.538,0.525,0.447,0.415,0.332,15,40,89.7,8.6,2353,88.6,88.9,12,39,9,0.30000000000001137,6.56,118,145,124,152,290,320,302,"-5.7","5.7"
48,666135,"Kirilloff, Alex",175,27.4,0.302,0.279,0.333,0.581,0.396,0.324,0.244,13,43,92.2,15.5,2296,89.9,90.48,5,42,6,0.5999999999999943,6.64,117,147,129,152,292,324,304,"-1.3","1.3"
47,691026,"Winn, Masyn",200,23.5,0.349,0.116,0.429,0.465,0.356,0.286,0.277,15,43,85.2,4.8,2306,89.7,90.32,6,43,4,0.5999999999999943,6.66,104,148,111,145,300,318,288,"-1.8","1.8"
47,650489,"Castro, Willi",209,22.5,0.122,0.098,0.211,0.22,0.22,0.249,0.172,5,41,83.8,-0.5,2266,89.9,90.27,13,33,14,0.3999999999999915,6.57,113,146,118,149,291,322,294,"1.8","-1.8"
47,671289,"Freeman, Tyler",181,26,0.167,0.095,0.182,0.262,0.228,0.303,0.247,7,42,87.4,12,2212,89.5,89.54,8,42,5,0,6.35,105,149,115,146,292,315,286,"0.1","-0.1"
46,669701,"Smith, Josh",174,26.4,0.308,0.077,0.353,0.385,0.368,0.389,0.313,12,39,88.3,13.8,2226,88.1,88.03,2,36,10,-0.09999999999999432,6.34,113,145,111,150,286,319,297,"-4.1","4.1"
46,575929,"Contreras, Willson",164,28,0.263,0.211,0.348,0.474,0.387,0.375,0.243,10,38,92.9,14.4,2169,89.7,90.34,10,35,11,0.5999999999999943,6.73,109,151,123,146,305,325,295,"-2.2","2.2"
46,646240,"Devers, Rafael",167,27.5,0.184,0.211,0.167,0.395,0.328,0.392,0.254,7,38,89.2,16.4,2242,88.6,88.37,6,38,8,-0.19999999999998863,6.2,114,145,130,150,291,323,306,"-0.2","0.2"
46,595879,"Báez, Javier",158,29.1,0.14,0.07,0.167,0.209,0.159,0.202,0.18,6,43,87.2,17.7,2297,87.4,87.93,11,42,4,0.5,6.59,107,151,117,147,300,322,289,"5.5","-5.5"
46,682626,"Alvarez, Francisco",163,28.2,0.25,0.136,0.313,0.386,0.296,0.251,0.215,11,44,88.8,4.2,2262,87.6,87.78,9,42,4,0.20000000000000284,6.58,108,151,121,147,301,323,292,"0.2","-0.2"
45,642708,"Rosario, Amed",162,27.8,0.318,0.159,0.342,0.477,0.355,0.341,0.308,14,44,86.6,6.5,2293,89.3,89.48,5,44,1,0.20000000000000284,6.49,107,150,121,147,305,326,292,"-0.9","0.9"
45,680777,"Jeffers, Ryan",164,27.4,0.225,0.25,0.214,0.475,0.347,0.326,0.231,9,40,81.5,6.7,2285,90.8,91.27,6,37,8,0.5,6.6,107,151,121,146,303,326,290,"-4.1","4.1"
45,660707,"Montero, Elehuris",177,25.4,0.225,0.025,0.265,0.25,0.251,0.3,0.241,9,40,90.4,11.6,2282,86.6,87.22,4,38,7,0.6000000000000085,6.58,108,152,120,146,303,321,290,"4.8","-4.8"
45,664728,"Isbel, Kyle",151,29.8,0.233,0.093,0.257,0.326,0.256,0.276,0.248,10,43,88.1,1.2,2261,88.5,89.04,6,43,2,0.5,6.55,119,147,110,151,293,319,304,"1","-1"
45,592885,"Yelich, Christian",191,23.6,0.333,0.41,0.308,0.744,0.488,0.461,0.346,13,39,90.4,11.7,2093,90.3,90.57,7,39,6,0.29999999999999716,6.57,113,145,125,150,292,321,298,"-6","6"
45,647351,"Toro, Abraham",198,22.7,0.275,0.1,0.333,0.375,0.334,0.313,0.252,11,40,85.2,13.1,2211,89.9,90.32,7,38,7,0.3999999999999915,6.67,115,147,119,149,289,322,292,"-2.1","2.1"
44,665839,"Valdez, Enmanuel",163,27,0.128,0.103,0.148,0.231,0.186,0.249,0.164,5,39,85.1,21.3,2182,89.8,89.96,11,39,5,0.20000000000000284,6.43,113,145,118,151,286,320,303,"2","-2"
44,660162,"Moncada, Yoán",188,23.4,0.282,0.128,0.379,0.41,0.347,0.317,0.27,11,39,90.2,5.9,2293,88.4,86.65,7,36,8,-1.7000000000000028,6.52,118,146,123,150,291,321,297,"1","-1"
44,621043,"Correa, Carlos",183,24,0.306,0.139,0.385,0.444,0.397,0.402,0.302,11,36,90,7.7,2308,89.6,90.22,7,34,10,0.6000000000000085,6.69,108,151,123,147,303,324,294,"-2.4","2.4"
44,669397,"Allen, Nick",136,32.4,0.167,0.048,0.219,0.214,0.193,0.254,0.245,7,42,83.2,8.9,2223,88.6,89.01,7,40,4,0.4000000000000057,6.64,107,150,106,146,296,314,284,"2.9","-2.9"
43,664056,"Bader, Harrison",156,27.6,0.31,0,0.394,0.31,0.289,0.286,0.268,13,42,89.8,11.5,2234,89.3,89.52,9,42,1,0.20000000000000284,6.53,106,151,118,146,299,321,286,"0","0"
43,570482,"Urshela, Gio",137,31.4,0.31,0.048,0.382,0.357,0.306,0.323,0.328,13,42,86.7,8.7,2249,86.9,87.27,7,41,2,0.3999999999999915,6.64,108,152,120,148,298,320,285,"-0.1","0.1"
42,595281,"Kiermaier, Kevin",182,23.1,0.154,0.026,0.25,0.179,0.188,0.184,0.151,6,39,82.5,-8.5,2263,89.1,89.12,11,35,7,0,6.48,114,146,118,151,284,321,296,"3.9","-3.9"
42,666310,"Naylor, Bo",208,20.2,0.176,0.176,0.267,0.353,0.319,0.271,0.142,6,34,91.2,32.8,2254,89.7,89.87,12,29,13,0.20000000000000284,6.33,115,145,125,150,288,317,296,"-1.5","1.5"
42,657757,"Sheets, Gavin",170,24.7,0.286,0.286,0.348,0.571,0.407,0.429,0.318,10,35,91.6,15.6,2381,90.2,90.67,5,30,12,0.5,6.59,118,145,129,150,288,321,297,"-4.3","4.3"
42,676475,"Burleson, Alec",130,32.3,0.25,0.05,0.313,0.3,0.266,0.318,0.293,10,40,90.1,10.2,2242,90.5,91.17,7,39,3,0.7000000000000028,6.68,112,145,117,151,292,320,303,"1","-1"
42,457705,"McCutchen, Andrew",192,21.9,0.194,0.139,0.316,0.333,0.298,0.265,0.156,7,36,86,20.6,2212,90.7,91.16,9,29,13,0.5,6.63,104,148,120,144,301,316,283,"3.1","-3.1"
42,642180,"Wade, Tyler",176,23.9,0.222,0.028,0.32,0.25,0.271,0.31,0.261,8,36,81.1,0.2,2093,88.9,89.3,7,33,9,0.3999999999999915,6.58,111,145,105,152,277,312,295,"1.1","-1.1"
42,658668,"Olivares, Edward",180,23.3,0.308,0.256,0.31,0.564,0.4,0.475,0.409,12,39,88.3,15,2213,89.8,90.25,7,39,3,0.5,6.63,105,150,119,146,301,317,287,"-1.4","1.4"
42,672275,"Bailey, Patrick",167,25.1,0.306,0.139,0.385,0.444,0.357,0.355,0.298,11,36,91.2,3.7,2185,87.7,87.85,7,35,7,0.20000000000000284,6.44,117,148,122,150,291,321,301,"-0.3","0.3"
42,666150,"Fletcher, Dominic",167,25.1,0.25,0.083,0.375,0.333,0.313,0.313,0.256,9,36,84.8,13.5,2305,88.4,88.71,10,35,7,0.29999999999999716,6.43,116,147,117,151,282,317,297,"0.9","-0.9"
42,543305,"Hicks, Aaron",197,21.3,0.184,0.079,0.273,0.263,0.245,0.269,0.212,7,38,86.7,5,2233,87.6,87.85,11,34,8,0.20000000000000284,6.5,116,147,125,148,287,321,299,"2.5","-2.5"
42,686823,"Brennan, Will",150,28,0.211,0,0.258,0.211,0.223,0.297,0.27,8,38,86.6,13.2,2100,88.5,88.64,7,38,4,0.09999999999999432,6.4,113,143,118,149,285,317,297,"1.6","-1.6"
41,681481,"Carpenter, Kerry",137,29.9,0.27,0.216,0.286,0.486,0.356,0.366,0.266,10,37,86.8,20.7,2311,89.5,89.69,7,38,3,0.20000000000000284,6.47,117,145,122,151,294,324,296,"-0.8","0.8"
41,671277,"García Jr., Luis",153,26.8,0.325,0.175,0.433,0.5,0.367,0.331,0.257,13,40,88.9,8.9,2240,88.9,89.08,7,37,4,0.19999999999998863,6.46,118,146,116,150,282,311,299,"-2.5","2.5"
41,657656,"Laureano, Ramón",160,25.6,0.188,0.063,0.316,0.25,0.309,0.311,0.193,6,32,87.9,21.6,2225,90.8,91.04,11,30,11,0.20000000000000284,6.4,108,150,119,146,295,317,288,"0.2","-0.2"
41,679032,"Rojas, Johan",129,31.8,0.189,0.027,0.233,0.216,0.221,0.214,0.185,7,37,74.9,6.3,2321,87,87.37,6,37,4,0.4000000000000057,6.45,99,146,105,144,302,317,284,"2.2","-2.2"
40,678009,"Meadows, Parker",181,22.1,0.061,0.061,0.118,0.121,0.187,0.203,0.077,2,33,76.5,23.6,2249,90.4,90.7,12,29,11,0.29999999999999716,6.57,116,146,118,153,292,322,296,"4.6","-4.6"
40,621438,"Taylor, Tyrone",157,25.5,0.286,0.143,0.346,0.429,0.335,0.277,0.229,10,35,83.7,17,2226,86.8,86.98,8,36,4,0.20000000000000284,6.55,103,149,117,144,296,319,285,"-1.2","1.2"
40,656811,"O'Hearn, Ryan",137,29.2,0.314,0.286,0.31,0.6,0.431,0.469,0.366,11,35,92.2,16.4,2221,89.4,89.65,2,33,7,0.29999999999999716,6.53,120,147,129,152,294,325,298,"-1.5","1.5"
40,670032,"Lopez, Nicky",144,27.8,0.143,0,0.167,0.143,0.188,0.224,0.172,5,35,83.1,8.4,2375,90.4,90.82,3,34,6,0.3999999999999915,6.5,112,146,108,150,277,311,296,"3.3","-3.3"
39,527038,"Flores, Wilmer",153,25.5,0.235,0.029,0.267,0.265,0.268,0.273,0.212,8,34,84.8,21,2221,87.5,87.62,3,33,6,0.09999999999999432,6.49,106,150,120,144,297,319,293,"0.3","-0.3"
39,686554,"Dunn, Oliver",152,25.7,0.25,0.167,0.381,0.417,0.321,0.282,0.225,9,36,91.2,8.9,2193,91.5,91.87,9,31,8,0.4000000000000057,6.59,112,146,117,151,288,318,295,"-0.1","0.1"
39,677942,"Alexander, Blaze",167,23.4,0.286,0.171,0.348,0.457,0.363,0.298,0.219,10,35,84.5,5.6,2274,88.5,88.91,5,30,9,0.4000000000000057,6.48,112,150,116,146,306,328,293,"0","0"
39,678554,"Mead, Curtis",147,26.5,0.235,0,0.296,0.235,0.276,0.318,0.249,8,34,88.3,12.7,2258,86.9,87.12,4,31,8,0.19999999999998863,6.6,110,152,124,149,305,327,291,"2.6","-2.6"
39,663886,"Stephenson, Tyler",141,27.7,0.25,0.167,0.308,0.417,0.321,0.357,0.277,9,36,91.5,1.3,2215,88.9,88.98,6,33,6,0.09999999999999432,6.36,103,149,122,145,294,323,289,"-0.3","0.3"
38,676694,"Meyers, Jake",128,29.7,0.229,0.2,0.231,0.429,0.317,0.368,0.268,8,35,89,16,2334,88.5,88.63,7,35,3,0.09999999999999432,6.5,111,152,115,147,296,325,289,"-1","1"
38,663837,"Vierling, Matt",148,25.7,0.297,0.135,0.417,0.432,0.33,0.328,0.299,11,37,91.2,17.2,2199,89,86.48,6,31,7,-2.5,6.48,108,149,115,146,300,323,289,"0.7","-0.7"
38,681297,"Cowser, Colton",158,24.1,0.441,0.529,0.5,0.971,0.593,0.465,0.352,15,34,93.1,9.7,2244,89.1,89.74,7,33,5,0.6000000000000085,6.63,111,143,116,147,293,324,300,"-6.7","6.7"
38,571771,"Hernández, Enrique",130,29.2,0.2,0,0.25,0.2,0.203,0.292,0.246,7,35,89.8,10.6,2160,87.2,87.5,6,34,4,0.29999999999999716,6.54,106,151,119,146,304,315,285,"1.9","-1.9"
38,518595,"d'Arnaud, Travis",149,25.5,0.222,0.111,0.296,0.333,0.266,0.288,0.247,8,36,93.1,14.5,2320,89.9,90.2,8,35,3,0.29999999999999716,6.52,110,150,122,148,304,321,290,"2.3","-2.3"
37,671056,"Herrera, Iván",146,25.3,0.294,0.265,0.259,0.559,0.357,0.436,0.3,10,34,92,13.9,2263,89,89.28,5,35,2,0.29999999999999716,6.49,104,149,120,145,303,322,289,"0.8","-0.8"
37,624512,"McGuire, Reese",151,24.5,0.294,0.206,0.421,0.5,0.374,0.361,0.286,10,34,88,17.7,2217,88.2,88.5,6,27,10,0.29999999999999716,6.44,117,146,115,151,282,320,304,"-2","2"
37,650859,"Rengifo, Luis",116,31.9,0.278,0.056,0.345,0.333,0.283,0.201,0.193,10,36,86.7,3.3,2249,89.1,89.51,6,35,2,0.4000000000000057,6.61,111,146,113,149,285,318,299,"2.8","-2.8"
37,621035,"Taylor, Chris",151,24.5,0.031,0,0.067,0.031,0.12,0.205,0.115,1,32,80.6,13.9,2133,88.1,88.34,15,30,7,0.20000000000000284,6.42,111,151,119,147,300,314,287,"4","-4"
37,624428,"Frazier, Adam",154,24,0.207,0,0.24,0.207,0.3,0.317,0.21,6,29,81.3,2.7,2229,90.2,90.62,2,27,10,0.3999999999999915,6.58,114,143,112,148,287,317,300,"-0.1","0.1"
37,680700,"Palacios, Richie",154,24,0.267,0.1,0.368,0.367,0.36,0.386,0.292,8,30,88.1,5.3,2161,89,86.79,7,27,10,-2.200000000000003,6.49,118,147,114,152,290,326,303,"-2.8","2.8"
37,541645,"García, Avisaíl",132,28,0.194,0.111,0.231,0.306,0.231,0.279,0.24,7,36,85.7,3,2183,89,89.05,9,36,1,0,6.42,109,151,120,148,307,322,292,"2.9","-2.9"
37,669720,"Hays, Austin",127,29.1,0.086,0,0.12,0.086,0.111,0.224,0.181,3,35,84.4,5.3,2238,91.1,91.35,8,33,4,0.20000000000000284,6.51,110,151,118,147,313,326,292,"5.4","-5.4"
36,676391,"Clement, Ernie",126,28.6,0.265,0.147,0.267,0.412,0.299,0.306,0.271,9,34,85.3,16.8,2208,89.5,89.77,3,34,2,0.29999999999999716,6.57,108,152,114,147,296,320,278,"1.8","-1.8"
36,664238,"Moore, Dylan",151,23.8,0.172,0.138,0.211,0.31,0.307,0.344,0.204,5,29,90.4,26.8,2147,89.2,89.64,6,26,10,0.3999999999999915,6.55,106,153,118,146,300,320,291,"0.8","-0.8"
36,643289,"Dubón, Mauricio",124,29,0.257,0.086,0.273,0.343,0.276,0.256,0.236,9,35,88.8,10.6,2283,89.8,89.67,2,35,1,-0.09999999999999432,6.41,110,150,112,146,294,318,287,"-2.5","2.5"
36,687401,"Ortiz, Joey",168,21.4,0.323,0.097,0.4,0.419,0.379,0.285,0.229,10,31,89,8.8,2235,88.8,89.19,4,29,7,0.4000000000000057,6.57,108,151,122,148,300,318,281,"-2.6","2.6"
36,543257,"Grossman, Robbie",158,22.8,0.222,0.037,0.286,0.259,0.337,0.366,0.259,6,27,88,9.6,2287,90.6,91.14,4,25,11,0.5,6.57,116,147,125,149,289,316,291,"1.3","-1.3"
35,686527,"Canzone, Dominic",131,26.7,0.219,0.313,0.222,0.531,0.351,0.388,0.283,7,32,90.3,8.6,2202,87.1,87.66,9,30,5,0.6000000000000085,6.69,112,146,119,151,288,320,293,"-2","2"
35,622534,"Margot, Manuel",134,26.1,0.194,0.097,0.238,0.29,0.269,0.295,0.238,6,31,77.1,8.4,2240,88.1,88.63,7,29,6,0.5,6.56,109,152,113,147,303,323,285,"1.5","-1.5"
35,641584,"Fraley, Jake",114,30.7,0.424,0.091,0.538,0.515,0.433,0.331,0.313,14,33,84.9,11.4,2165,89.5,89.81,6,32,3,0.29999999999999716,6.47,123,146,121,151,285,321,296,"-4.5","4.5"
35,592626,"Pederson, Joc",154,22.7,0.346,0.077,0.333,0.423,0.406,0.375,0.269,9,26,88.4,8.4,2068,89.4,89.87,0,28,7,0.5,6.48,114,146,130,153,301,330,304,"-0.3","0.3"
34,669224,"Wells, Austin",130,26.2,0.115,0,0.13,0.115,0.204,0.413,0.262,3,26,84.1,20.9,2221,86.2,86.39,5,28,6,0.20000000000000284,6.51,107,143,123,147,284,316,295,"3.4","-3.4"
34,573262,"Yastrzemski, Mike",142,23.9,0.138,0,0.235,0.138,0.195,0.227,0.163,4,29,79.5,5.4,2188,87.9,88.23,9,27,7,0.29999999999999716,6.52,115,144,120,150,296,323,304,"3.1","-3.1"
34,660688,"Ruiz, Keibert",106,32.1,0.194,0.097,0.2,0.29,0.257,0.277,0.213,6,31,86.5,22.5,2244,90.3,90.71,4,30,4,0.4000000000000057,6.51,114,146,121,149,290,317,287,"2.3","-2.3"
34,657557,"DeJong, Paul",137,24.8,0.176,0.265,0.235,0.441,0.261,0.16,0.134,6,34,86.2,28.3,2362,89.5,87.19,14,33,1,-2.299999999999997,6.54,108,150,119,145,297,321,284,"2.6","-2.6"
34,592696,"Rosario, Eddie",125,27.2,0.121,0.121,0.13,0.242,0.151,0.138,0.123,4,33,87.5,6.3,2172,87.1,87.35,8,32,2,0.20000000000000284,6.43,112,143,114,149,285,314,297,"5.1","-5.1"
34,641343,"Bauers, Jake",117,29.1,0.161,0.161,0.222,0.323,0.252,0.225,0.159,5,31,86.4,30.1,2238,88.6,88.78,9,28,6,0.20000000000000284,6.48,116,144,123,151,293,321,296,"-0.5","0.5"
34,643565,"Tauchman, Mike",193,17.6,0.192,0.077,0.238,0.269,0.321,0.377,0.23,5,26,87.8,16,2143,90.1,90.29,5,26,8,0.20000000000000284,6.42,119,147,125,152,288,319,302,"0.3","-0.3"
33,666160,"Moniak, Mickey",155,21.3,0.207,0.034,0.316,0.241,0.261,0.252,0.185,6,29,82,22.1,2250,87.6,87.75,6,25,8,0.10000000000000853,6.43,112,146,117,150,292,323,303,"2.1","-2.1"
33,596115,"Story, Trevor",123,26.8,0.226,0.097,0.318,0.323,0.268,0.215,0.172,7,31,88.1,21.6,2157,90.5,90.76,8,30,3,0.29999999999999716,6.47,105,149,119,143,299,322,291,"0.8","-0.8"
33,608348,"Kelly, Carson",113,29.2,0.226,0.129,0.25,0.355,0.281,0.338,0.279,7,31,91.8,16.2,2359,89.4,89.48,5,30,3,0.09999999999999432,6.51,110,151,121,147,299,319,287,"1","-1"
33,593934,"Sanó, Miguel",140,23.6,0.214,0.071,0.4,0.286,0.295,0.33,0.234,6,28,100.1,13.7,2257,87,87.18,9,24,9,0.20000000000000284,6.51,104,152,122,144,308,328,299,"0.9","-0.9"
33,605361,"Martini, Nick",119,27.7,0.29,0.387,0.316,0.677,0.406,0.351,0.276,9,31,88.8,17.9,2151,90.1,90.4,7,29,4,0.30000000000001137,6.45,106,141,120,146,281,319,296,"-4","4"
33,660821,"Sánchez, Jesús",116,28.4,0.167,0,0.25,0.167,0.202,0.307,0.235,5,30,95.9,-1.3,2346,88.9,89.15,10,30,3,0.19999999999998863,6.46,119,147,121,151,294,320,301,"-1.5","1.5"
33,676914,"Schneider, Davis",140,23.6,0.241,0.276,0.278,0.517,0.371,0.338,0.219,7,29,90.1,27.3,2286,88.5,88.24,6,26,7,-0.29999999999999716,6.34,104,152,123,147,300,326,287,"-4","4"
33,545121,"Vargas, Ildemaro",125,26.4,0.286,0.107,0.32,0.393,0.36,0.332,0.26,8,28,87.8,5.1,2138,89.9,90.05,3,28,5,0.09999999999999432,6.45,105,147,110,149,288,310,290,"-0.6","0.6"
32,572138,"Singleton, Jon",112,28.6,0.25,0.071,0.35,0.321,0.309,0.329,0.267,7,28,84.7,10.1,2320,91.5,91.65,4,24,8,0.20000000000000284,6.46,120,147,132,152,290,328,296,"4.4","-4.4"
32,670242,"Wallner, Matt",133,24.1,0.083,0.167,0.125,0.25,0.263,0.278,0.128,2,24,86.1,14.4,2316,86.2,86.67,9,18,14,0.5,6.59,116,145,138,152,293,331,300,"-1.1","1.1"
32,621466,"Stewart, DJ",137,23.4,0.167,0.292,0.154,0.458,0.376,0.345,0.158,4,24,87,12.5,2264,89.8,89.88,6,21,11,0.10000000000000853,6.52,119,146,126,151,291,325,298,"-1.2","1.2"
32,622569,"Reyes, Pablo",129,24.8,0.194,0.032,0.273,0.226,0.203,0.24,0.213,6,31,85.1,22,2198,88.7,88.84,5,27,5,0.09999999999999432,6.43,106,148,112,144,292,317,293,"1.7","-1.7"
32,669911,"Toglia, Michael",135,23.7,0.129,0.29,0.063,0.419,0.245,0.343,0.225,4,31,93.5,15.6,2229,87.8,88.4,10,29,3,0.6000000000000085,6.58,105,146,120,149,294,328,297,"3.1","-3.1"
32,696285,"Young, Jacob",112,28.6,0.25,0.071,0.304,0.321,0.298,0.307,0.261,7,28,80.6,8.9,2150,87.2,87.6,4,28,4,0.3999999999999915,6.58,103,148,108,147,296,309,283,"-0.3","0.3"
32,672284,"Kelenic, Jarred",137,23.4,0.414,0.103,0.667,0.517,0.439,0.314,0.26,12,29,87.4,15.8,2241,88.8,89.28,8,26,6,0.5,6.59,121,145,124,151,292,324,297,"-3.7","3.7"
31,667670,"Rooker, Brent",135,23,0.2,0.233,0.333,0.433,0.284,0.28,0.196,6,30,90.2,22.4,2267,87.5,87.67,12,26,5,0.20000000000000284,6.51,110,153,124,146,299,323,293,"1.2","-1.2"
31,681807,"Fry, David",130,23.8,0.304,0.217,0.353,0.522,0.404,0.382,0.271,7,23,89.4,25.9,2341,87.9,87.91,3,21,10,0,6.28,108,150,120,147,292,316,288,"-4.6","4.6"
31,669289,"Espinal, Santiago",132,23.5,0.167,0,0.174,0.167,0.214,0.254,0.197,4,24,88,4.9,2205,89.5,89.75,1,25,6,0.20000000000000284,6.57,110,148,116,144,295,318,284,"2.5","-2.5"
31,571657,"Farmer, Kyle",103,30.1,0.08,0.04,0.105,0.12,0.208,0.284,0.188,2,25,78.5,-0.6,2216,88.3,88.82,2,21,10,0.5,6.6,109,152,119,147,297,323,290,"3.8","-3.8"
30,663368,"Perkins, Blake",120,25,0.385,0.231,0.444,0.615,0.473,0.329,0.261,10,26,85.3,8.3,2304,88.9,89.07,5,25,5,0.19999999999998863,6.48,115,147,115,151,287,320,290,"-3","3"
30,664040,"Lowe, Brandon",100,30,0.185,0.148,0.211,0.333,0.273,0.335,0.242,5,27,90.9,17.2,2186,87.6,88.25,6,26,4,0.6000000000000085,6.58,119,145,112,151,290,331,302,"1.4","-1.4"
30,624503,"Gordon, Nick",106,28.3,0.222,0.37,0.214,0.593,0.356,0.372,0.279,6,27,89.1,12.4,2256,90.1,90.18,9,26,4,0.10000000000000853,6.42,113,146,116,152,292,320,301,"-5","5"
30,656413,"Fairchild, Stuart",111,27,0.296,0,0.381,0.296,0.311,0.319,0.27,8,27,87.2,26.9,2196,90.5,90.97,5,26,4,0.5,6.53,108,152,112,147,297,321,286,"-0.7","0.7"
30,455117,"Maldonado, Martín",111,27,0.069,0.034,0.1,0.103,0.096,0.234,0.177,2,29,88.6,24.1,2269,90,90.55,7,27,3,0.5999999999999943,6.57,105,152,120,147,294,321,284,"3.6","-3.6"
30,664983,"McCarthy, Jake",111,27,0.276,0.103,0.4,0.379,0.301,0.204,0.194,8,29,80.7,3.8,2254,88.4,88.71,6,26,4,0.29999999999999716,6.4,119,147,110,152,293,325,305,"-3.3","3.3"
